 Date,Region, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Unemployed, Estimated Labour Participation Rate (%)
 31-07-2021,Delhi, Monthly,9.91,"162,721","16,126",34.93
 31-08-2021,Delhi, Monthly,11.18,"136,472","15,258",29.57
 30-09-2021,Delhi, Monthly,10,"161,349","16,135",34.34
 31-10-2021,Delhi, Monthly,6.18,"158,683","9,807",32.25
 30-11-2021,Delhi, Monthly,11.63,"160,963","18,720",34.57
 31-12-2021,Delhi, Monthly,9.7,"138,370","13,422",28.94
 31-01-2022,Delhi, Monthly,9.77,"159,398","15,573",33.21
 28-02-2022,Delhi, Monthly,5.7,"160,204","9,132",31.8
 31-03-2022,Delhi, Monthly,10.1,"163,915","16,555",33.96
 30-04-2022,Delhi, Monthly,9.4,"143,616","13,500",29.39
 31-01-2016,Goa, Monthly,12.29,"196,982","24,209",49.31
 29-02-2016,Goa, Monthly,5.4,"211,252","11,408",48.99
 31-03-2016,Goa, Monthly,7.26,"230,237","16,715",54.42
 31-05-2016,Goa, Monthly,14.58,"200,947","29,298",51.47
 30-06-2016,Goa, Monthly,7.8,"213,994","16,692",50.74
 31-07-2016,Goa, Monthly,4.27,"221,852","9,473",50.62
 31-08-2016,Goa, Monthly,12.5,"227,317","28,415",56.69
 30-09-2016,Goa, Monthly,11.36,"228,587","25,967",56.23
 31-10-2016,Goa, Monthly,8.78,"213,007","18,702",50.87
 30-11-2016,Goa, Monthly,18.18,"213,420","38,800",56.77
 31-12-2016,Goa, Monthly,7.81,"233,892","18,267",55.17
 31-01-2017,Goa, Monthly,8.02,"225,591","18,092",53.29
 28-02-2017,Goa, Monthly,8.79,"213,591","18,775",50.84
 31-03-2017,Goa, Monthly,16.11,"207,306","33,397",53.6
 30-04-2017,Goa, Monthly,5.76,"232,012","13,364",53.35
 31-05-2017,Goa, Monthly,8.4,"232,870","19,561",55.04
 30-06-2017,Goa, Monthly,7.49,"214,974","16,102",50.27
 31-07-2017,Goa, Monthly,4.42,"212,631","9,398",48.09
 31-08-2017,Goa, Monthly,9.16,"230,573","21,120",54.81
 30-09-2017,Goa, Monthly,2.44,"218,109","5,322",48.24
 31-10-2017,Goa, Monthly,8.77,"202,711","17,778",47.9
 30-11-2017,Goa, Monthly,2.63,"215,636","5,671",47.7
 31-12-2017,Goa, Monthly,5.71,"227,529","12,992",51.93
 31-01-2018,Goa, Monthly,10,"195,755","19,576",46.76
 28-02-2018,Goa, Monthly,5.75,"199,849","11,491",45.55
 31-03-2018,Goa, Monthly,4,"209,009","8,360",46.73
 30-04-2018,Goa, Monthly,6.88,"221,279","15,224",50.96
 31-05-2018,Goa, Monthly,5.47,"200,979","10,994",45.55
 30-06-2018,Goa, Monthly,7.58,"202,815","15,373",46.98
 31-07-2018,Goa, Monthly,5.17,"204,092","10,552",46.03
 31-08-2018,Goa, Monthly,6.25,"210,397","13,150",47.96
 30-09-2018,Goa, Monthly,5.79,"203,023","11,755",46.01
 31-10-2018,Goa, Monthly,1.05,"198,499","2,084",42.79
 30-11-2018,Goa, Monthly,1.77,"205,855","3,644",44.66
 31-12-2018,Goa, Monthly,7.22,"212,538","15,345",48.78
 31-01-2019,Goa, Monthly,4.46,"181,567","8,098",40.43
 28-02-2019,Goa, Monthly,6.25,"193,322","12,083",43.84
 31-03-2019,Goa, Monthly,8.74,"179,185","15,661",41.7
 30-04-2019,Goa, Monthly,7.25,"201,737","14,626",46.15
 31-05-2019,Goa, Monthly,2.91,"179,340","5,219",39.16
 30-06-2019,Goa, Monthly,5.45,"170,471","9,291",38.19
 31-07-2019,Goa, Monthly,10.98,"167,437","18,385",39.81
 31-08-2019,Goa, Monthly,1.98,"183,603","3,635",39.61
 30-09-2019,Goa, Monthly,3.41,"162,885","5,554",35.63
 31-10-2019,Goa, Monthly,7.21,"177,440","12,793",40.36
 30-11-2019,Goa, Monthly,23.71,"159,489","37,815",44.09
 31-12-2019,Goa, Monthly,3.54,"177,155","6,271",38.7
 31-01-2020,Goa, Monthly,5.38,"158,936","8,551",35.36
 29-02-2020,Goa, Monthly,0,"171,672",0,36.11
 30-04-2020,Goa, Monthly,15.91,"181,657","28,902",45.36
 31-05-2020,Goa, Monthly,20,"128,538","25,708",33.71
 31-07-2020,Goa, Monthly,16.36,"177,137","28,980",44.35
 30-09-2020,Goa, Monthly,1.52,"156,241","2,375",33.17
 31-10-2020,Goa, Monthly,18,"145,403","26,173",37.04
 30-11-2020,Goa, Monthly,14.29,"153,337","21,912",37.33
 31-12-2020,Goa, Monthly,17.92,"150,093","26,897",38.13
 31-01-2021,Goa, Monthly,8.7,"162,592","14,146",37.1
 28-02-2021,Goa, Monthly,21.67,"151,542","32,839",40.27
 31-03-2021,Goa, Monthly,31.82,"140,054","44,565",42.72
 30-04-2021,Goa, Monthly,15,"138,670","20,801",33.9
 31-05-2021,Goa, Monthly,16.07,"159,434","25,621",39.44
 30-06-2021,Goa, Monthly,21.43,"131,485","28,177",34.71
 31-07-2021,Goa, Monthly,25.37,"138,661","35,178",38.51
 31-08-2021,Goa, Monthly,12.5,"164,250","20,531",38.87
 30-09-2021,Goa, Monthly,18.31,"148,342","27,161",37.57
 31-10-2021,Goa, Monthly,11.11,"143,355","15,927",33.33
 30-11-2021,Goa, Monthly,14.29,"142,598","20,377",34.36
 31-01-2022,Goa, Monthly,14.71,"147,309","21,669",35.6
 28-02-2022,Goa, Monthly,8.7,"125,869","10,951",28.4
 30-04-2022,Goa, Monthly,18.09,"171,784","31,076",43.12
 31-01-2016,Gujarat, Monthly,2.31,"12,454,838","287,707",48.97
 29-02-2016,Gujarat, Monthly,4.9,"11,231,726","550,355",45.3
 31-03-2016,Gujarat, Monthly,2.47,"12,152,621","300,170",47.72
 30-04-2016,Gujarat, Monthly,2.02,"12,897,823","260,536",50.35
 31-05-2016,Gujarat, Monthly,1.48,"13,873,626","205,330",53.78
 30-06-2016,Gujarat, Monthly,2.93,"11,496,245","336,840",45.16
 31-07-2016,Gujarat, Monthly,1.65,"12,637,358","208,516",48.92
 31-08-2016,Gujarat, Monthly,0.8,"12,307,651","98,461",47.17
 30-09-2016,Gujarat, Monthly,1.01,"13,150,390","132,819",50.43
 31-10-2016,Gujarat, Monthly,1.47,"12,618,305","185,489",48.54
 30-11-2016,Gujarat, Monthly,1.72,"13,034,827","224,199",50.2
 31-12-2016,Gujarat, Monthly,6.25,"11,854,052","740,878",47.79
 31-01-2017,Gujarat, Monthly,1.23,"13,221,793","162,628",50.52
 28-02-2017,Gujarat, Monthly,0.91,"11,953,144","108,774",45.46
 31-03-2017,Gujarat, Monthly,5.32,"11,977,927","637,226",47.6
 30-04-2017,Gujarat, Monthly,5.14,"11,854,565","609,325",46.96
 31-05-2017,Gujarat, Monthly,2.7,"11,716,313","316,340",45.18
 30-06-2017,Gujarat, Monthly,3.59,"11,730,423","421,122",45.58
 31-07-2017,Gujarat, Monthly,2.92,"12,120,704","353,925",46.7
 31-08-2017,Gujarat, Monthly,2.24,"12,277,389","275,014",46.91
 30-09-2017,Gujarat, Monthly,3.36,"11,044,703","371,102",42.63
 31-10-2017,Gujarat, Monthly,4.86,"11,348,119","551,519",44.42
 30-11-2017,Gujarat, Monthly,3.23,"12,887,989","416,282",49.53
 31-12-2017,Gujarat, Monthly,1.47,"12,655,392","186,034",47.69
 31-01-2018,Gujarat, Monthly,3,"11,544,838","346,345",44.13
 28-02-2018,Gujarat, Monthly,11.12,"11,495,243","1,278,271",47.89
 31-03-2018,Gujarat, Monthly,5.46,"12,701,625","693,509",49.67
 30-04-2018,Gujarat, Monthly,4.63,"13,121,908","607,544",50.79
 31-05-2018,Gujarat, Monthly,5.71,"11,179,972","638,376",43.7
 30-06-2018,Gujarat, Monthly,6.09,"11,556,778","703,808",45.3
 31-07-2018,Gujarat, Monthly,5.22,"12,867,557","671,686",49.89
 31-08-2018,Gujarat, Monthly,2.51,"13,373,766","335,682",50.34
 30-09-2018,Gujarat, Monthly,4.51,"12,607,752","568,610",48.38
 31-10-2018,Gujarat, Monthly,7.94,"12,253,250","972,908",48.7
 30-11-2018,Gujarat, Monthly,5.31,"13,840,682","734,940",53.4
 31-12-2018,Gujarat, Monthly,3.67,"13,487,829","495,003",51.08
 31-01-2019,Gujarat, Monthly,5.91,"13,698,898","809,605",53.03
 28-02-2019,Gujarat, Monthly,5.42,"13,307,765","721,281",51.18
 31-03-2019,Gujarat, Monthly,4.05,"14,489,544","586,827",54.84
 30-04-2019,Gujarat, Monthly,2.73,"14,011,137","382,504",52.24
 31-05-2019,Gujarat, Monthly,2.88,"13,954,726","401,896",52.03
 30-06-2019,Gujarat, Monthly,4.77,"13,199,275","629,605",50.12
 31-07-2019,Gujarat, Monthly,4.58,"14,327,088","656,181",54.21
 31-08-2019,Gujarat, Monthly,3.7,"13,507,339","499,772",50.57
 30-09-2019,Gujarat, Monthly,6.29,"13,280,777","835,361",51.01
 31-10-2019,Gujarat, Monthly,4.91,"13,828,523","678,980",52.27
 30-11-2019,Gujarat, Monthly,4.68,"14,487,815","678,030",54.55
 31-12-2019,Gujarat, Monthly,3.46,"13,877,824","480,173",51.51
 31-01-2020,Gujarat, Monthly,5.35,"14,301,844","765,149",54.07
 29-02-2020,Gujarat, Monthly,6.64,"13,973,042","927,810",53.48
 31-03-2020,Gujarat, Monthly,7.59,"13,483,615","1,023,406",52.06
 30-04-2020,Gujarat, Monthly,12,"8,587,594","1,030,511",34.77
 31-05-2020,Gujarat, Monthly,12.56,"11,740,781","1,474,642",47.76
 30-06-2020,Gujarat, Monthly,1.39,"13,270,426","184,459",47.8
 31-07-2020,Gujarat, Monthly,0.58,"13,895,092","80,592",49.57
 31-08-2020,Gujarat, Monthly,0.95,"12,611,779","119,812",45.09
 30-09-2020,Gujarat, Monthly,3.24,"15,008,970","486,291",54.85
 31-10-2020,Gujarat, Monthly,2.7,"14,534,338","392,427",52.74
 30-11-2020,Gujarat, Monthly,4.58,"14,315,192","655,636",52.89
 31-12-2020,Gujarat, Monthly,1.3,"11,784,046","153,193",42.03
 31-01-2021,Gujarat, Monthly,3.11,"13,893,075","432,075",50.4
 28-02-2021,Gujarat, Monthly,3.03,"13,470,268","408,149",48.76
 31-03-2021,Gujarat, Monthly,2.15,"14,357,667","308,690",51.43
 30-04-2021,Gujarat, Monthly,1.61,"13,739,426","221,205",48.87
 31-05-2021,Gujarat, Monthly,2.34,"13,711,252","320,843",49.06
 30-06-2021,Gujarat, Monthly,1.54,"14,206,021","218,773",50.35
 31-07-2021,Gujarat, Monthly,0.97,"14,920,938","144,733",52.5
 31-08-2021,Gujarat, Monthly,1.19,"13,146,704","156,446",46.29
 30-09-2021,Gujarat, Monthly,0.68,"14,492,546","98,549",50.69
 31-10-2021,Gujarat, Monthly,2.81,"14,685,331","412,658",52.41
 30-11-2021,Gujarat, Monthly,0.77,"14,769,944","113,729",51.56
 31-12-2021,Gujarat, Monthly,1.23,"13,874,150","170,652",48.58
 31-01-2022,Gujarat, Monthly,1.1,"14,594,671","160,541",50.96
 28-02-2022,Gujarat, Monthly,2.2,"15,063,202","331,390",53.12
 31-03-2022,Gujarat, Monthly,1.53,"14,744,388","225,589",51.56
 30-04-2022,Gujarat, Monthly,1.22,"14,416,320","175,879",50.18
 31-01-2016,Haryana, Monthly,12.75,"5,166,429","658,720",46.74
 29-02-2016,Haryana, Monthly,9.55,"5,107,763","487,791",44.5
 31-03-2016,Haryana, Monthly,7.36,"5,354,862","394,118",45.47
 30-04-2016,Haryana, Monthly,12.03,"5,028,469","604,925",44.88
 31-05-2016,Haryana, Monthly,7.1,"5,356,324","380,299",45.19
 30-06-2016,Haryana, Monthly,10.31,"4,823,368","497,289",42.08
 31-07-2016,Haryana, Monthly,8.63,"4,976,264","429,452",42.53
 31-08-2016,Haryana, Monthly,17.06,"4,969,421","847,783",46.7
 30-09-2016,Haryana, Monthly,3.41,"5,267,062","179,607",42.43
 31-10-2016,Haryana, Monthly,8.53,"4,966,838","423,671",42.17
 30-11-2016,Haryana, Monthly,4.91,"5,110,195","250,911",41.67
 31-12-2016,Haryana, Monthly,18.79,"4,538,689","852,820",43.25
 31-01-2017,Haryana, Monthly,5.32,"5,085,276","270,537",41.49
 28-02-2017,Haryana, Monthly,8.32,"4,920,716","409,404",41.39
 31-03-2017,Haryana, Monthly,4.49,"4,619,780","207,428",37.23
 30-04-2017,Haryana, Monthly,1.92,"4,293,016","82,426",33.64
 31-05-2017,Haryana, Monthly,0.92,"4,802,740","44,185",37.18
 30-06-2017,Haryana, Monthly,4.01,"4,949,445","198,473",39.48
 31-07-2017,Haryana, Monthly,6.83,"4,750,170","324,437",38.96
 31-08-2017,Haryana, Monthly,0.41,"4,506,125","18,475",34.52
 30-09-2017,Haryana, Monthly,10.22,"5,170,890","528,465",43.86
 31-10-2017,Haryana, Monthly,14.89,"4,996,948","744,046",44.63
 30-11-2017,Haryana, Monthly,15.67,"4,808,009","753,415",43.26
 31-12-2017,Haryana, Monthly,22.05,"4,676,789","1,031,232",45.44
 31-01-2018,Haryana, Monthly,10.59,"5,001,436","529,652",42.29
 28-02-2018,Haryana, Monthly,17.43,"4,840,912","843,771",44.25
 31-03-2018,Haryana, Monthly,12.5,"4,786,117","598,265",41.21
 30-04-2018,Haryana, Monthly,23.72,"4,614,001","1,094,441",45.49
 31-05-2018,Haryana, Monthly,11.25,"5,007,325","563,324",42.35
 30-06-2018,Haryana, Monthly,15.44,"4,860,036","750,390",43.06
 31-07-2018,Haryana, Monthly,12.57,"4,867,627","611,861",41.64
 31-08-2018,Haryana, Monthly,25.09,"4,691,544","1,177,108",46.76
 30-09-2018,Haryana, Monthly,14.01,"5,060,749","709,011",43.86
 31-10-2018,Haryana, Monthly,18.67,"4,842,527","904,100",44.29
 30-11-2018,Haryana, Monthly,17.34,"4,765,000","826,251",42.8
 31-12-2018,Haryana, Monthly,25.59,"4,636,216","1,186,408",46.18
 31-01-2019,Haryana, Monthly,14,"5,057,731","708,082",43.51
 28-02-2019,Haryana, Monthly,21.05,"4,759,841","1,001,947",44.53
 31-03-2019,Haryana, Monthly,16.01,"4,719,152","755,536",41.43
 30-04-2019,Haryana, Monthly,27.78,"4,521,365","1,256,035",46.07
 31-05-2019,Haryana, Monthly,14.54,"5,249,186","763,232",45.12
 30-06-2019,Haryana, Monthly,23.08,"4,745,178","1,095,187",45.23
 31-07-2019,Haryana, Monthly,16.22,"4,826,560","782,868",42.17
 31-08-2019,Haryana, Monthly,30.94,"4,558,306","1,410,340",48.23
 30-09-2019,Haryana, Monthly,16.29,"5,137,903","836,964",44.76
 31-10-2019,Haryana, Monthly,24.17,"4,798,831","1,159,877",46.07
 30-11-2019,Haryana, Monthly,16.59,"4,875,762","808,889",42.48
 31-12-2019,Haryana, Monthly,29.56,"4,603,482","1,360,789",47.4
 31-01-2020,Haryana, Monthly,16.21,"5,062,293","820,598",43.74
 29-02-2020,Haryana, Monthly,27.19,"4,570,108","1,242,612",45.37
 31-03-2020,Haryana, Monthly,23.92,"4,366,148","1,044,383",41.4
 30-04-2020,Haryana, Monthly,41.61,"4,041,050","1,681,481",49.85
 31-05-2020,Haryana, Monthly,23.7,"4,424,785","1,048,674",41.69
 30-06-2020,Haryana, Monthly,25.8,"4,594,282","1,185,325",44.43
 31-07-2020,Haryana, Monthly,17.62,"4,440,170","782,358",38.61
 31-08-2020,Haryana, Monthly,32.01,"4,594,011","1,470,543",48.31
 30-09-2020,Haryana, Monthly,13.32,"4,728,711","629,864",38.93
 31-10-2020,Haryana, Monthly,30.51,"4,222,454","1,288,271",43.29
 30-11-2020,Haryana, Monthly,17.17,"4,691,436","805,520",40.28
 31-12-2020,Haryana, Monthly,29.01,"4,274,940","1,240,160",42.74
 31-01-2021,Haryana, Monthly,11.07,"4,949,138","547,870",39.43
 28-02-2021,Haryana, Monthly,29.8,"4,273,138","1,273,395",43.06
 31-03-2021,Haryana, Monthly,21.52,"4,834,960","1,040,483",43.49
 30-04-2021,Haryana, Monthly,31,"4,435,071","1,374,872",45.3
 31-05-2021,Haryana, Monthly,20.42,"4,330,493","884,287",38.28
 30-06-2021,Haryana, Monthly,29.7,"4,305,061","1,278,603",43
 31-07-2021,Haryana, Monthly,21,"4,559,615","957,519",40.45
 31-08-2021,Haryana, Monthly,33.57,"4,454,763","1,495,464",46.92
 30-09-2021,Haryana, Monthly,15.42,"4,717,705","727,470",38.95
 31-10-2021,Haryana, Monthly,35.77,"4,189,421","1,498,556",45.47
 30-11-2021,Haryana, Monthly,23.1,"4,527,422","1,045,834",40.97
 31-12-2021,Haryana, Monthly,30.56,"4,667,989","1,426,537",46.69
 31-01-2022,Haryana, Monthly,18.46,"4,802,705","886,579",40.84
 28-02-2022,Haryana, Monthly,35.76,"4,191,860","1,499,009",45.16
 31-03-2022,Haryana, Monthly,18.06,"4,479,089","808,923",37.77
 30-04-2022,Haryana, Monthly,31.51,"4,496,478","1,416,840",45.28
 31-01-2016,Himachal Pradesh, Monthly,3.27,"2,000,786","65,426",41.24
 29-02-2016,Himachal Pradesh, Monthly,3.57,"1,970,430","70,344",40.68
 31-03-2016,Himachal Pradesh, Monthly,5.85,"2,100,552","122,882",44.34
 30-04-2016,Himachal Pradesh, Monthly,3.18,"1,765,170","56,132",36.18
 31-05-2016,Himachal Pradesh, Monthly,4.38,"2,032,688","89,032",42.11
 30-06-2016,Himachal Pradesh, Monthly,1.12,"2,027,298","22,706",40.55
 31-07-2016,Himachal Pradesh, Monthly,9.24,"2,018,840","186,541",43.91
 31-08-2016,Himachal Pradesh, Monthly,3.85,"1,865,352","71,816",38.24
 30-09-2016,Himachal Pradesh, Monthly,1.9,"2,044,719","38,850",41.02
 31-10-2016,Himachal Pradesh, Monthly,0.58,"2,012,823","11,674",39.77
 30-11-2016,Himachal Pradesh, Monthly,4.24,"2,092,519","88,723",42.86
 31-12-2016,Himachal Pradesh, Monthly,1.37,"2,054,390","28,145",40.78
 31-01-2017,Himachal Pradesh, Monthly,1.69,"2,104,469","35,566",41.84
 28-02-2017,Himachal Pradesh, Monthly,2.33,"2,084,263","48,563",41.65
 31-03-2017,Himachal Pradesh, Monthly,2.67,"2,223,547","59,369",44.51
 30-04-2017,Himachal Pradesh, Monthly,0,"2,064,632",0,40.16
 31-05-2017,Himachal Pradesh, Monthly,1.95,"2,095,865","40,869",41.51
 30-06-2017,Himachal Pradesh, Monthly,1.23,"2,073,500","25,504",40.7
 31-07-2017,Himachal Pradesh, Monthly,2.58,"2,015,874","52,010",40.05
 31-08-2017,Himachal Pradesh, Monthly,0.69,"2,093,342","14,444",40.73
 30-09-2017,Himachal Pradesh, Monthly,4.9,"2,112,658","103,520",42.86
 31-10-2017,Himachal Pradesh, Monthly,4.64,"2,022,287","93,834",40.84
 30-11-2017,Himachal Pradesh, Monthly,14.4,"2,129,469","306,644",47.83
 31-12-2017,Himachal Pradesh, Monthly,11.11,"2,111,612","234,600",45.6
 31-01-2018,Himachal Pradesh, Monthly,12.77,"2,033,763","259,712",44.68
 28-02-2018,Himachal Pradesh, Monthly,8.81,"1,938,777","170,806",40.68
 31-03-2018,Himachal Pradesh, Monthly,15.1,"2,001,643","302,248",45.04
 30-04-2018,Himachal Pradesh, Monthly,16.96,"2,040,394","346,051",46.86
 31-05-2018,Himachal Pradesh, Monthly,13.81,"2,030,015","280,345",44.84
 30-06-2018,Himachal Pradesh, Monthly,11.11,"1,941,319","215,681",41.51
 31-07-2018,Himachal Pradesh, Monthly,17.7,"1,956,462","346,294",45.11
 31-08-2018,Himachal Pradesh, Monthly,17.09,"2,006,877","342,975",45.85
 30-09-2018,Himachal Pradesh, Monthly,14.53,"2,085,719","303,055",46.15
 31-10-2018,Himachal Pradesh, Monthly,12.44,"1,982,012","246,562",42.74
 30-11-2018,Himachal Pradesh, Monthly,19.32,"2,094,338","404,626",48.94
 31-12-2018,Himachal Pradesh, Monthly,18.67,"2,013,285","375,880",46.58
 31-01-2019,Himachal Pradesh, Monthly,14.29,"2,052,608","293,318",44.99
 28-02-2019,Himachal Pradesh, Monthly,13.33,"1,988,122","265,017",43.03
 31-03-2019,Himachal Pradesh, Monthly,18.55,"1,957,550","363,126",45.01
 30-04-2019,Himachal Pradesh, Monthly,19.18,"1,988,817","381,455",46.01
 31-05-2019,Himachal Pradesh, Monthly,13.68,"2,045,761","279,860",44.23
 30-06-2019,Himachal Pradesh, Monthly,11.43,"1,957,081","223,694",41.18
 31-07-2019,Himachal Pradesh, Monthly,20.59,"1,916,824","394,674",44.91
 31-08-2019,Himachal Pradesh, Monthly,18.56,"1,969,248","365,492",44.91
 30-09-2019,Himachal Pradesh, Monthly,15.98,"2,039,804","325,961",45.02
 31-10-2019,Himachal Pradesh, Monthly,15.81,"1,946,957","307,814",42.81
 30-11-2019,Himachal Pradesh, Monthly,22.86,"2,024,409","462,780",48.5
 31-12-2019,Himachal Pradesh, Monthly,19.46,"1,922,821","374,181",44.05
 31-01-2020,Himachal Pradesh, Monthly,16.67,"2,041,035","340,241",45.11
 29-02-2020,Himachal Pradesh, Monthly,15.42,"1,952,464","301,070",42.45
 31-03-2020,Himachal Pradesh, Monthly,17.71,"1,800,426","318,855",40.17
 30-04-2020,Himachal Pradesh, Monthly,2.13,"984,171","20,963",18.43
 31-05-2020,Himachal Pradesh, Monthly,25.64,"1,732,050","444,098",42.62
 30-06-2020,Himachal Pradesh, Monthly,12.85,"1,981,244","254,590",41.53
 31-07-2020,Himachal Pradesh, Monthly,24.06,"2,013,770","484,513",48.36
 31-08-2020,Himachal Pradesh, Monthly,14.05,"1,801,879","253,164",38.17
 30-09-2020,Himachal Pradesh, Monthly,11.36,"2,008,871","228,208",41.2
 31-10-2020,Himachal Pradesh, Monthly,13.42,"1,913,360","256,773",40.1
 30-11-2020,Himachal Pradesh, Monthly,15.57,"1,760,074","274,044",37.77
 31-12-2020,Himachal Pradesh, Monthly,7.02,"1,953,491","137,135",38
 31-01-2021,Himachal Pradesh, Monthly,11.43,"2,019,761","230,859",41.18
 28-02-2021,Himachal Pradesh, Monthly,15.5,"1,867,240","289,422",39.84
 31-03-2021,Himachal Pradesh, Monthly,13.84,"1,706,608","236,195",35.65
 30-04-2021,Himachal Pradesh, Monthly,10.53,"1,789,783","188,464",35.95
 31-05-2021,Himachal Pradesh, Monthly,6.85,"2,026,996","138,849",39.04
 30-06-2021,Himachal Pradesh, Monthly,17.19,"1,750,982","300,994",37.87
 31-07-2021,Himachal Pradesh, Monthly,14.62,"1,806,499","264,110",37.83
 31-08-2021,Himachal Pradesh, Monthly,4.03,"1,867,380","75,255",34.73
 30-09-2021,Himachal Pradesh, Monthly,7.94,"1,721,976","136,725",33.33
 31-10-2021,Himachal Pradesh, Monthly,14.58,"1,732,702","252,628",36.09
 30-11-2021,Himachal Pradesh, Monthly,13.29,"1,684,046","223,810",34.5
 31-12-2021,Himachal Pradesh, Monthly,9.35,"1,763,174","164,857",34.49
 31-01-2022,Himachal Pradesh, Monthly,14.4,"1,638,014","235,874",33.88
 28-02-2022,Himachal Pradesh, Monthly,12.41,"1,620,270","201,076",32.7
 31-03-2022,Himachal Pradesh, Monthly,11.3,"1,545,537","174,646",30.75
 30-04-2022,Himachal Pradesh, Monthly,0,"1,732,013",0,30.51
 31-01-2016,Jammu & Kashmir, Monthly,11.52,"2,456,244","282,959",42.68
 29-02-2016,Jammu & Kashmir, Monthly,18.62,"2,299,744","428,212",43.36
 31-03-2016,Jammu & Kashmir, Monthly,11.52,"2,413,465","278,031",41.77
 30-04-2016,Jammu & Kashmir, Monthly,5.29,"2,619,857","138,590",42.27
 31-05-2016,Jammu & Kashmir, Monthly,22.68,"2,366,341","536,686",46.67
 30-06-2016,Jammu & Kashmir, Monthly,21.38,"2,427,365","518,971",47
 31-07-2016,Jammu & Kashmir, Monthly,17.04,"2,416,967","411,851",44.25
 31-08-2016,Jammu & Kashmir, Monthly,25,"2,664,982","666,246",53.86
 30-09-2016,Jammu & Kashmir, Monthly,26.74,"2,256,905","603,496",46.6
 31-10-2016,Jammu & Kashmir, Monthly,25.76,"2,304,905","593,744",46.87
 30-11-2016,Jammu & Kashmir, Monthly,34.33,"2,157,865","740,795",49.51
 31-12-2016,Jammu & Kashmir, Monthly,22.89,"2,722,685","623,223",53.09
 31-01-2017,Jammu & Kashmir, Monthly,25,"2,240,329","560,082",44.82
 28-02-2017,Jammu & Kashmir, Monthly,7.05,"2,450,978","172,794",39.49
 31-03-2017,Jammu & Kashmir, Monthly,22.7,"2,426,854","550,896",46.92
 30-04-2017,Jammu & Kashmir, Monthly,19.54,"2,676,450","522,978",49.62
 31-05-2017,Jammu & Kashmir, Monthly,9.85,"2,304,774","227,020",38.06
 30-06-2017,Jammu & Kashmir, Monthly,8.79,"2,367,608","208,113",38.57
 31-07-2017,Jammu & Kashmir, Monthly,7.78,"2,361,216","183,703",37.96
 31-08-2017,Jammu & Kashmir, Monthly,6.31,"2,734,692","172,559",43.19
 30-09-2017,Jammu & Kashmir, Monthly,13.44,"2,391,408","321,405",40.8
 31-10-2017,Jammu & Kashmir, Monthly,10.99,"2,424,483","266,451",40.14
 30-11-2017,Jammu & Kashmir, Monthly,12.86,"2,498,696","321,332",42.17
 31-12-2017,Jammu & Kashmir, Monthly,12.76,"2,693,199","343,652",45.31
 31-01-2018,Jammu & Kashmir, Monthly,6.87,"2,435,760","167,337",38.31
 28-02-2018,Jammu & Kashmir, Monthly,15.89,"2,258,418","358,863",39.25
 31-03-2018,Jammu & Kashmir, Monthly,14.35,"2,529,950","363,048",43.09
 30-04-2018,Jammu & Kashmir, Monthly,10.14,"2,786,778","282,579",45.15
 31-05-2018,Jammu & Kashmir, Monthly,7.98,"2,511,807","200,442",39.66
 30-06-2018,Jammu & Kashmir, Monthly,11.44,"2,296,539","262,724",37.61
 31-07-2018,Jammu & Kashmir, Monthly,8.46,"2,515,607","212,820",39.77
 31-08-2018,Jammu & Kashmir, Monthly,6.99,"2,759,042","192,857",42.84
 30-09-2018,Jammu & Kashmir, Monthly,13.01,"2,378,621","309,459",39.41
 31-10-2018,Jammu & Kashmir, Monthly,12.92,"2,170,451","280,422",35.85
 30-11-2018,Jammu & Kashmir, Monthly,10.58,"2,409,452","254,920",38.68
 31-12-2018,Jammu & Kashmir, Monthly,8.24,"2,703,612","222,778",42.21
 31-01-2019,Jammu & Kashmir, Monthly,14.6,"2,453,894","358,269",41.08
 28-02-2019,Jammu & Kashmir, Monthly,13.3,"2,366,325","314,721",38.95
 31-03-2019,Jammu & Kashmir, Monthly,13.73,"2,582,126","354,526",42.62
 30-04-2019,Jammu & Kashmir, Monthly,8.73,"2,828,192","246,901",44.04
 31-05-2019,Jammu & Kashmir, Monthly,12.78,"2,495,186","318,885",40.57
 30-06-2019,Jammu & Kashmir, Monthly,12.09,"2,423,742","293,030",39.02
 31-07-2019,Jammu & Kashmir, Monthly,13.67,"2,549,315","348,491",41.71
 31-08-2019,Jammu & Kashmir, Monthly,11.32,"2,778,624","314,540",44.17
 30-09-2019,Jammu & Kashmir, Monthly,20.19,"2,244,333","453,131",39.56
 31-10-2019,Jammu & Kashmir, Monthly,19.27,"2,477,621","477,438",43.08
 30-11-2019,Jammu & Kashmir, Monthly,14.73,"2,415,724","355,836",39.69
 31-01-2020,Jammu & Kashmir, Monthly,22.19,"2,373,488","526,677",42.56
 29-02-2020,Jammu & Kashmir, Monthly,21.23,"2,163,397","459,289",38.25
 31-03-2020,Jammu & Kashmir, Monthly,16,"2,361,004","377,761",39.06
 31-05-2020,Jammu & Kashmir, Monthly,20.87,"2,309,058","481,900",40.39
 30-06-2020,Jammu & Kashmir, Monthly,18.97,"2,049,617","388,812",34.94
 31-07-2020,Jammu & Kashmir, Monthly,12.16,"2,455,781","298,623",38.54
